Date,Catégorie,Produit,Région,Ventes,Client,Année,Tendance_saisonnière,Tendance_annuelle
2022-06-01,Maison,Ordinateur,Nord,8001,72,2022-07-01,5421.713541666667,5454.20703125
2022-06-01,Maison,Ordinateur,Nord,3098,88,2022-08-01,5421.713541666667,5454.20703125
2022-06-01,Maison,Ordinateur,Nord,9444,70,2022-09-01,5421.713541666667,5454.20703125
2022-06-01,Maison,Ordinateur,Nord,4264,60,2022-10-01,5421.713541666667,5454.20703125
2022-06-01,Maison,Ordinateur,Nord,9493,36,2022-11-01,5421.713541666667,5454.20703125
2022-06-01,Maison,Ordinateur,Nord,3763,38,2022-12-01,5421.713541666667,5454.20703125
2022-06-01,Maison,Ordinateur,Sud,4241,39,2022-01-01,5421.713541666667,5454.20703125
2022-06-01,Maison,Ordinateur,Sud,6574,11,2022-02-01,5421.713541666667,5454.20703125
2022-06-01,Maison,Ordinateur,Sud,6411,52,2022-03-01,5421.713541666667,5454.20703125
2022-06-01,Maison,Ordinateur,Sud,6920,13,2022-04-01,5421.713541666667,5454.20703125
2022-06-01,Maison,Ordinateur,Sud,5409,56,2022-05-01,5421.713541666667,5454.20703125
2022-06-01,Maison,Ordinateur,Sud,6783,73,2022-06-01,5421.713541666667,5454.20703125
2022-06-01,Maison,Ordinateur,Sud,6406,55,2022-07-01,5421.713541666667,5454.20703125
2022-06-01,Maison,Ordinateur,Sud,8420,10,2022-08-01,5421.713541666667,5454.20703125
2022-06-01,Maison,Ordinateur,Sud,7843,2,2022-09-01,5421.713541666667,5454.20703125
2022-06-01,Maison,Ordinateur,Sud,4301,15,2022-10-01,5421.713541666667,5454.20703125
2022-06-01,Maison,Ordinateur,Sud,2079,63,2022-11-01,5421.713541666667,5454.20703125
2022-06-01,Maison,Ordinateur,Sud,6322,15,2022-12-01,5421.713541666667,5454.20703125
2022-06-01,Maison,Ordinateur,Est,9795,10,2022-01-01,5421.713541666667,5454.20703125
2022-06-01,Maison,Ordinateur,Est,8982,57,2022-02-01,5421.713541666667,5454.20703125
2022-06-01,Maison,Ordinateur,Est,7214,15,2022-03-01,5421.713541666667,5454.20703125
2022-06-01,Maison,Ordinateur,Est,4985,82,2022-04-01,5421.713541666667,5454.20703125
2022-06-01,Maison,Ordinateur,Est,9791,2,2022-05-01,5421.713541666667,5454.20703125
2022-06-01,Maison,Ordinateur,Est,6991,84,2022-06-01,5421.713541666667,5454.20703125
2022-06-01,Maison,Ordinateur,Est,8833,71,2022-07-01,5421.713541666667,5454.20703125
2022-06-01,Maison,Ordinateur,Est,3653,42,2022-08-01,5421.713541666667,5454.20703125
2022-06-01,Maison,Ordinateur,Est,5864,83,2022-09-01,5421.713541666667,5454.20703125
2022-06-01,Maison,Ordinateur,Est,4969,85,2022-10-01,5421.713541666667,5454.20703125
2022-06-01,Maison,Ordinateur,Est,8740,87,2022-11-01,5421.713541666667,5454.20703125
2022-06-01,Maison,Ordinateur,Est,3196,88,2022-12-01,5421.713541666667,5454.20703125
2022-06-01,Maison,Ordinateur,Ouest,1789,20,2022-01-01,5421.713541666667,5454.20703125
2022-06-01,Maison,Ordinateur,Ouest,2309,97,2022-02-01,5421.713541666667,5454.20703125
2022-06-01,Maison,Ordinateur,Ouest,6389,36,2022-03-01,5421.713541666667,5454.20703125
2022-06-01,Maison,Ordinateur,Ouest,9215,60,2022-04-01,5421.713541666667,5454.20703125
2022-06-01,Maison,Ordinateur,Ouest,9502,77,2022-05-01,5421.713541666667,5454.20703125
2022-06-01,Maison,Ordinateur,Ouest,2231,24,2022-06-01,5421.713541666667,5454.20703125
2022-06-01,Maison,Ordinateur,Ouest,3711,54,2022-07-01,5421.713541666667,5454.20703125
2022-06-01,Maison,Ordinateur,Ouest,8705,66,2022-08-01,5421.713541666667,5454.20703125
2022-06-01,Maison,Ordinateur,Ouest,1421,65,2022-09-01,5421.713541666667,5454.20703125
2022-06-01,Maison,Ordinateur,Ouest,1946,35,2022-10-01,5421.713541666667,5454.20703125
2022-06-01,Maison,Ordinateur,Ouest,2834,29,2022-11-01,5421.713541666667,5454.20703125
2022-06-01,Maison,Ordinateur,Ouest,8332,81,2022-12-01,5421.713541666667,5454.20703125
2022-06-01,Maison,T-shirt,Nord,2308,43,2022-01-01,5421.713541666667,5454.20703125
2022-06-01,Maison,T-shirt,Nord,1386,10,2022-02-01,5421.713541666667,5454.20703125
2022-06-01,Maison,T-shirt,Nord,4258,14,2022-03-01,5421.713541666667,5454.20703125
2022-06-01,Maison,T-shirt,Nord,5811,47,2022-04-01,5421.713541666667,5454.20703125
2022-06-01,Maison,T-shirt,Nord,7697,94,2022-05-01,5421.713541666667,5454.20703125
2022-06-01,Maison,T-shirt,Nord,2439,26,2022-06-01,5421.713541666667,5454.20703125
2022-06-01,Maison,T-shirt,Nord,5480,56,2022-07-01,5421.713541666667,5454.20703125
2022-06-01,Maison,T-shirt,Nord,4324,2,2022-08-01,5421.713541666667,5454.20703125
2022-06-01,Maison,T-shirt,Nord,1669,71,2022-09-01,5421.713541666667,5454.20703125
2022-06-01,Maison,T-shirt,Nord,1307,91,2022-10-01,5421.713541666667,5454.20703125
2022-06-01,Maison,T-shirt,Nord,1109,49,2022-11-01,5421.713541666667,5454.20703125
2022-06-01,Maison,T-shirt,Nord,7728,84,2022-12-01,5421.713541666667,5454.20703125
2022-06-01,Maison,T-shirt,Sud,6684,83,2022-01-01,5421.713541666667,5454.20703125
2022-06-01,Maison,T-shirt,Sud,7499,40,2022-02-01,5421.713541666667,5454.20703125
2022-06-01,Maison,T-shirt,Sud,1556,68,2022-03-01,5421.713541666667,5454.20703125
2022-06-01,Maison,T-shirt,Sud,1104,22,2022-04-01,5421.713541666667,5454.20703125
2022-06-01,Maison,T-shirt,Sud,1145,76,2022-05-01,5421.713541666667,5454.20703125
2022-06-01,Maison,T-shirt,Sud,1873,43,2022-06-01,5421.713541666667,5454.20703125
2022-06-01,Maison,T-shirt,Sud,4238,73,2022-07-01,5421.713541666667,5454.20703125
2022-06-01,Maison,T-shirt,Sud,9837,83,2022-08-01,5421.713541666667,5454.20703125
2022-06-01,Maison,T-shirt,Sud,7382,7,2022-09-01,5421.713541666667,5454.20703125
2022-06-01,Maison,T-shirt,Sud,3511,69,2022-10-01,5421.713541666667,5454.20703125
2022-06-01,Maison,T-shirt,Sud,1783,1,2022-11-01,5421.713541666667,5454.20703125
2022-06-01,Maison,T-shirt,Sud,1370,37,2022-12-01,5421.713541666667,5454.20703125
2022-06-01,Maison,T-shirt,Est,1486,83,2022-01-01,5421.713541666667,5454.20703125
2022-06-01,Maison,T-shirt,Est,4196,81,2022-02-01,5421.713541666667,5454.20703125
2022-06-01,Maison,T-shirt,Est,5287,90,2022-03-01,5421.713541666667,5454.20703125
2022-06-01,Maison,T-shirt,Est,3261,62,2022-04-01,5421.713541666667,5454.20703125
2022-06-01,Maison,T-shirt,Est,9572,33,2022-05-01,5421.713541666667,5454.20703125
2022-06-01,Maison,T-shirt,Est,1238,20,2022-06-01,5421.713541666667,5454.20703125
2022-06-01,Maison,T-shirt,Est,7843,82,2022-07-01,5421.713541666667,5454.20703125
2022-06-01,Maison,T-shirt,Est,2386,74,2022-08-01,5421.713541666667,5454.20703125
2022-06-01,Maison,T-shirt,Est,2667,37,2022-09-01,5421.713541666667,5454.20703125
2022-06-01,Maison,T-shirt,Est,3691,77,2022-10-01,5421.713541666667,5454.20703125
2022-06-01,Maison,T-shirt,Est,2996,18,2022-11-01,5421.713541666667,5454.20703125
2022-06-01,Maison,T-shirt,Est,9023,66,2022-12-01,5421.713541666667,5454.20703125
2022-06-01,Maison,T-shirt,Ouest,4247,33,2022-01-01,5421.713541666667,5454.20703125
2022-06-01,Maison,T-shirt,Ouest,2490,73,2022-02-01,5421.713541666667,5454.20703125
2022-06-01,Maison,T-shirt,Ouest,3587,35,2022-03-01,5421.713541666667,5454.20703125
2022-06-01,Maison,T-shirt,Ouest,4064,10,2022-04-01,5421.713541666667,5454.20703125
2022-06-01,Maison,T-shirt,Ouest,1832,42,2022-05-01,5421.713541666667,5454.20703125
2022-06-01,Maison,T-shirt,Ouest,3440,60,2022-06-01,5421.713541666667,5454.20703125
2022-06-01,Maison,T-shirt,Ouest,2646,15,2022-07-01,5421.713541666667,5454.20703125
2022-06-01,Maison,T-shirt,Ouest,1440,69,2022-08-01,5421.713541666667,5454.20703125
2022-06-01,Maison,T-shirt,Ouest,3367,41,2022-09-01,5421.713541666667,5454.20703125
2022-06-01,Maison,T-shirt,Ouest,6190,56,2022-10-01,5421.713541666667,5454.20703125
2022-06-01,Maison,T-shirt,Ouest,8062,25,2022-11-01,5421.713541666667,5454.20703125
2022-06-01,Maison,T-shirt,Ouest,4034,6,2022-12-01,5421.713541666667,5454.20703125
2022-06-01,Maison,Canapé,Nord,4262,9,2022-01-01,5421.713541666667,5454.20703125
2022-06-01,Maison,Canapé,Nord,3107,49,2022-02-01,5421.713541666667,5454.20703125
2022-06-01,Maison,Canapé,Nord,5320,51,2022-03-01,5421.713541666667,5454.20703125
2022-06-01,Maison,Canapé,Nord,3747,70,2022-04-01,5421.713541666667,5454.20703125
2022-06-01,Maison,Canapé,Nord,8972,31,2022-05-01,5421.713541666667,5454.20703125
2022-06-01,Maison,Canapé,Nord,5264,62,2022-06-01,5421.713541666667,5454.20703125
2022-06-01,Maison,Canapé,Nord,2465,14,2022-07-01,5421.713541666667,5454.20703125
2022-06-01,Maison,Canapé,Nord,3211,36,2022-08-01,5421.713541666667,5454.20703125
2022-06-01,Maison,Canapé,Nord,2689,36,2022-09-01,5421.713541666667,5454.20703125
2022-06-01,Maison,Canapé,Nord,8727,85,2022-10-01,5421.713541666667,5454.20703125
2022-06-01,Maison,Canapé,Nord,5541,80,2022-11-01,5421.713541666667,5454.20703125
2022-06-01,Maison,Canapé,Nord,4541,76,2022-12-01,5421.713541666667,5454.20703125
2022-06-01,Maison,Canapé,Sud,1818,42,2022-01-01,5421.713541666667,5454.20703125
2022-06-01,Maison,Canapé,Sud,2124,29,2022-02-01,5421.713541666667,5454.20703125
2022-06-01,Maison,Canapé,Sud,6641,39,2022-03-01,5421.713541666667,5454.20703125
2022-06-01,Maison,Canapé,Sud,3001,1,2022-04-01,5421.713541666667,5454.20703125
2022-06-01,Maison,Canapé,Sud,4878,21,2022-05-01,5421.713541666667,5454.20703125
2022-06-01,Maison,Canapé,Sud,8232,15,2022-06-01,5421.713541666667,5454.20703125
2022-06-01,Maison,Canapé,Sud,7331,61,2022-07-01,5421.713541666667,5454.20703125
2022-06-01,Maison,Canapé,Sud,7035,10,2022-08-01,5421.713541666667,5454.20703125
2022-06-01,Maison,Canapé,Sud,7523,48,2022-09-01,5421.713541666667,5454.20703125
2022-06-01,Maison,Canapé,Sud,9736,98,2022-10-01,5421.713541666667,5454.20703125
2022-06-01,Maison,Canapé,Sud,9974,28,2022-11-01,5421.713541666667,5454.20703125
2022-06-01,Maison,Canapé,Sud,6615,17,2022-12-01,5421.713541666667,5454.20703125
2022-06-01,Maison,Canapé,Est,3956,14,2022-01-01,5421.713541666667,5454.20703125
2022-06-01,Maison,Canapé,Est,4722,28,2022-02-01,5421.713541666667,5454.20703125
2022-06-01,Maison,Canapé,Est,6087,99,2022-03-01,5421.713541666667,5454.20703125
2022-06-01,Maison,Canapé,Est,7460,64,2022-04-01,5421.713541666667,5454.20703125
2022-06-01,Maison,Canapé,Est,7942,81,2022-05-01,5421.713541666667,5454.20703125
2022-06-01,Maison,Canapé,Est,7458,50,2022-06-01,5421.713541666667,5454.20703125
2022-06-01,Maison,Canapé,Est,3756,70,2022-07-01,5421.713541666667,5454.20703125
2022-06-01,Maison,Canapé,Est,8709,95,2022-08-01,5421.713541666667,5454.20703125
2022-06-01,Maison,Canapé,Est,2936,75,2022-09-01,5421.713541666667,5454.20703125
2022-06-01,Maison,Canapé,Est,4091,48,2022-10-01,5421.713541666667,5454.20703125
2022-06-01,Maison,Canapé,Est,1968,2,2022-11-01,5421.713541666667,5454.20703125
2022-06-01,Maison,Canapé,Est,4203,54,2022-12-01,5421.713541666667,5454.20703125
2022-06-01,Maison,Canapé,Ouest,1889,25,2022-01-01,5421.713541666667,5454.20703125
2022-06-01,Maison,Canapé,Ouest,8382,76,2022-02-01,5421.713541666667,5454.20703125
2022-06-01,Maison,Canapé,Ouest,1801,43,2022-03-01,5421.713541666667,5454.20703125
2022-06-01,Maison,Canapé,Ouest,4349,70,2022-04-01,5421.713541666667,5454.20703125
2022-06-01,Maison,Canapé,Ouest,4201,94,2022-05-01,5421.713541666667,5454.20703125
2022-06-01,Maison,Canapé,Ouest,1583,48,2022-06-01,5421.713541666667,5454.20703125
2022-06-01,Maison,Canapé,Ouest,4377,13,2022-07-01,5421.713541666667,5454.20703125
2022-06-01,Maison,Canapé,Ouest,8694,53,2022-08-01,5421.713541666667,5454.20703125
2022-06-01,Maison,Canapé,Ouest,8083,8,2022-09-01,5421.713541666667,5454.20703125
2022-06-01,Maison,Canapé,Ouest,4401,46,2022-10-01,5421.713541666667,5454.20703125
2022-06-01,Maison,Canapé,Ouest,4185,19,2022-11-01,5421.713541666667,5454.20703125
2022-06-01,Maison,Canapé,Ouest,6285,11,2022-12-01,5421.713541666667,5454.20703125
2022-06-01,Maison,Peluche,Nord,7772,43,2022-01-01,5421.713541666667,5454.20703125
2022-06-01,Maison,Peluche,Nord,4347,20,2022-02-01,5421.713541666667,5454.20703125
2022-06-01,Maison,Peluche,Nord,1788,82,2022-03-01,5421.713541666667,5454.20703125
2022-06-01,Maison,Peluche,Nord,3889,98,2022-04-01,5421.713541666667,5454.20703125
2022-06-01,Maison,Peluche,Nord,6273,30,2022-05-01,5421.713541666667,5454.20703125
2022-06-01,Maison,Peluche,Nord,4272,31,2022-06-01,5421.713541666667,5454.20703125
2022-06-01,Maison,Peluche,Nord,7902,68,2022-07-01,5421.713541666667,5454.20703125
2022-06-01,Maison,Peluche,Nord,8612,61,2022-08-01,5421.713541666667,5454.20703125
2022-06-01,Maison,Peluche,Nord,7745,17,2022-09-01,5421.713541666667,5454.20703125
2022-06-01,Maison,Peluche,Nord,3322,51,2022-10-01,5421.713541666667,5454.20703125
2022-06-01,Maison,Peluche,Nord,2861,63,2022-11-01,5421.713541666667,5454.20703125
2022-06-01,Maison,Peluche,Nord,7620,75,2022-12-01,5421.713541666667,5454.20703125
2022-06-01,Maison,Peluche,Sud,5047,30,2022-01-01,5421.713541666667,5454.20703125
2022-06-01,Maison,Peluche,Sud,8320,75,2022-02-01,5421.713541666667,5454.20703125
2022-06-01,Maison,Peluche,Sud,6247,71,2022-03-01,5421.713541666667,5454.20703125
2022-06-01,Maison,Peluche,Sud,5663,22,2022-04-01,5421.713541666667,5454.20703125
2022-06-01,Maison,Peluche,Sud,4416,19,2022-05-01,5421.713541666667,5454.20703125
2022-06-01,Maison,Peluche,Sud,7302,26,2022-06-01,5421.713541666667,5454.20703125
2022-06-01,Maison,Peluche,Sud,8593,41,2022-07-01,5421.713541666667,5454.20703125
2022-06-01,Maison,Peluche,Sud,9163,23,2022-08-01,5421.713541666667,5454.20703125
2022-06-01,Maison,Peluche,Sud,7668,89,2022-09-01,5421.713541666667,5454.20703125
2022-06-01,Maison,Peluche,Sud,9001,66,2022-10-01,5421.713541666667,5454.20703125
2022-06-01,Maison,Peluche,Sud,3191,73,2022-11-01,5421.713541666667,5454.20703125
2022-06-01,Maison,Peluche,Sud,9859,77,2022-12-01,5421.713541666667,5454.20703125
2022-06-01,Maison,Peluche,Est,8586,41,2022-01-01,5421.713541666667,5454.20703125
2022-06-01,Maison,Peluche,Est,3846,85,2022-02-01,5421.713541666667,5454.20703125
2022-06-01,Maison,Peluche,Est,3463,54,2022-03-01,5421.713541666667,5454.20703125
2022-06-01,Maison,Peluche,Est,5922,41,2022-04-01,5421.713541666667,5454.20703125
2022-06-01,Maison,Peluche,Est,4183,66,2022-05-01,5421.713541666667,5454.20703125
2022-06-01,Maison,Peluche,Est,4167,54,2022-06-01,5421.713541666667,5454.20703125
2022-06-01,Maison,Peluche,Est,7521,28,2022-07-01,5421.713541666667,5454.20703125
2022-06-01,Maison,Peluche,Est,7564,65,2022-08-01,5421.713541666667,5454.20703125
2022-06-01,Maison,Peluche,Est,3024,74,2022-09-01,5421.713541666667,5454.20703125
2022-06-01,Maison,Peluche,Est,3486,4,2022-10-01,5421.713541666667,5454.20703125
2022-06-01,Maison,Peluche,Est,5477,10,2022-11-01,5421.713541666667,5454.20703125
2022-06-01,Maison,Peluche,Est,8086,75,2022-12-01,5421.713541666667,5454.20703125
2022-06-01,Maison,Peluche,Ouest,3317,38,2022-01-01,5421.713541666667,5454.20703125
2022-06-01,Maison,Peluche,Ouest,5491,45,2022-02-01,5421.713541666667,5454.20703125
2022-06-01,Maison,Peluche,Ouest,3511,35,2022-03-01,5421.713541666667,5454.20703125
2022-06-01,Maison,Peluche,Ouest,9641,75,2022-04-01,5421.713541666667,5454.20703125
2022-06-01,Maison,Peluche,Ouest,8848,67,2022-05-01,5421.713541666667,5454.20703125
2022-06-01,Maison,Peluche,Ouest,6404,18,2022-06-01,5421.713541666667,5454.20703125
2022-06-01,Maison,Peluche,Ouest,2293,34,2022-07-01,5421.713541666667,5454.20703125
2022-06-01,Maison,Peluche,Ouest,4175,42,2022-08-01,5421.713541666667,5454.20703125
2022-06-01,Maison,Peluche,Ouest,9444,19,2022-09-01,5421.713541666667,5454.20703125
2022-06-01,Maison,Peluche,Ouest,3759,92,2022-10-01,5421.713541666667,5454.20703125
2022-06-01,Maison,Peluche,Ouest,6255,95,2022-11-01,5421.713541666667,5454.20703125
2022-06-01,Maison,Peluche,Ouest,1002,67,2022-12-01,5421.713541666667,5454.20703125
2022-06-01,Jouets,Ordinateur,Nord,2259,86,2022-01-01,5421.713541666667,5479.668836805556
2022-06-01,Jouets,Ordinateur,Nord,5323,17,2022-02-01,5421.713541666667,5479.668836805556
2022-06-01,Jouets,Ordinateur,Nord,6773,9,2022-03-01,5421.713541666667,5479.668836805556
2022-06-01,Jouets,Ordinateur,Nord,2885,21,2022-04-01,5421.713541666667,5479.668836805556
2022-06-01,Jouets,Ordinateur,Nord,8844,96,2022-05-01,5421.713541666667,5479.668836805556
2022-06-01,Jouets,Ordinateur,Nord,3338,53,2022-06-01,5421.713541666667,5479.668836805556
2022-06-01,Jouets,Ordinateur,Nord,4758,75,2022-07-01,5421.713541666667,5479.668836805556
2022-06-01,Jouets,Ordinateur,Nord,7791,4,2022-08-01,5421.713541666667,5479.668836805556
2022-06-01,Jouets,Ordinateur,Nord,3731,40,2022-09-01,5421.713541666667,5479.668836805556
2022-06-01,Jouets,Ordinateur,Nord,1869,47,2022-10-01,5421.713541666667,5479.668836805556
2022-06-01,Jouets,Ordinateur,Nord,1093,44,2022-11-01,5421.713541666667,5479.668836805556
2022-06-01,Jouets,Ordinateur,Nord,9627,84,2022-12-01,5421.713541666667,5479.668836805556
2022-06-01,Jouets,Ordinateur,Sud,7651,68,2022-01-01,5421.713541666667,5479.668836805556
2022-06-01,Jouets,Ordinateur,Sud,7794,77,2022-02-01,5421.713541666667,5479.668836805556
2022-06-01,Jouets,Ordinateur,Sud,7524,73,2022-03-01,5421.713541666667,5479.668836805556
2022-06-01,Jouets,Ordinateur,Sud,4587,76,2022-04-01,5421.713541666667,5479.668836805556
2022-06-01,Jouets,Ordinateur,Sud,1076,48,2022-05-01,5421.713541666667,5479.668836805556
2022-06-01,Jouets,Ordinateur,Sud,9959,26,2022-06-01,5421.713541666667,5479.668836805556
2022-06-01,Jouets,Ordinateur,Sud,9297,77,2022-07-01,5421.713541666667,5479.668836805556
2022-06-01,Jouets,Ordinateur,Sud,7694,92,2022-08-01,5421.713541666667,5479.668836805556
2022-06-01,Jouets,Ordinateur,Sud,3873,19,2022-09-01,5421.713541666667,5479.668836805556
2022-06-01,Jouets,Ordinateur,Sud,8024,77,2022-10-01,5421.713541666667,5479.668836805556
2022-06-01,Jouets,Ordinateur,Sud,1244,66,2022-11-01,5421.713541666667,5479.668836805556
2022-06-01,Jouets,Ordinateur,Sud,4849,86,2022-12-01,5421.713541666667,5479.668836805556
2022-06-01,Jouets,Ordinateur,Est,8737,73,2022-01-01,5421.713541666667,5479.668836805556
2022-06-01,Jouets,Ordinateur,Est,9333,84,2022-02-01,5421.713541666667,5479.668836805556
2022-06-01,Jouets,Ordinateur,Est,8310,96,2022-03-01,5421.713541666667,5479.668836805556
2022-06-01,Jouets,Ordinateur,Est,5640,17,2022-04-01,5421.713541666667,5479.668836805556
2022-06-01,Jouets,Ordinateur,Est,8325,62,2022-05-01,5421.713541666667,5479.668836805556
2022-06-01,Jouets,Ordinateur,Est,4374,16,2022-06-01,5421.713541666667,5479.668836805556
2022-06-01,Jouets,Ordinateur,Est,9234,8,2022-07-01,5421.713541666667,5479.668836805556
2022-06-01,Jouets,Ordinateur,Est,8923,3,2022-08-01,5421.713541666667,5479.668836805556
2022-06-01,Jouets,Ordinateur,Est,6387,84,2022-09-01,5421.713541666667,5479.668836805556
2022-06-01,Jouets,Ordinateur,Est,8631,59,2022-10-01,5421.713541666667,5479.668836805556
2022-06-01,Jouets,Ordinateur,Est,6108,49,2022-11-01,5421.713541666667,5479.668836805556
2022-06-01,Jouets,Ordinateur,Est,3110,62,2022-12-01,5421.713541666667,5479.668836805556
2022-06-01,Jouets,Ordinateur,Ouest,8146,49,2022-01-01,5421.713541666667,5479.668836805556
2022-06-01,Jouets,Ordinateur,Ouest,8413,33,2022-02-01,5421.713541666667,5479.668836805556
2022-06-01,Jouets,Ordinateur,Ouest,2821,59,2022-03-01,5421.713541666667,5479.668836805556
2022-06-01,Jouets,Ordinateur,Ouest,6646,82,2022-04-01,5421.713541666667,5479.668836805556
2022-06-01,Jouets,Ordinateur,Ouest,6374,92,2022-05-01,5421.713541666667,5479.668836805556
2022-06-01,Jouets,Ordinateur,Ouest,5701,97,2022-06-01,5421.713541666667,5479.668836805556
2022-06-01,Jouets,Ordinateur,Ouest,3877,79,2022-07-01,5421.713541666667,5479.668836805556
2022-06-01,Jouets,Ordinateur,Ouest,6390,46,2022-08-01,5421.713541666667,5479.668836805556
2022-06-01,Jouets,Ordinateur,Ouest,1941,56,2022-09-01,5421.713541666667,5479.668836805556
2022-06-01,Jouets,Ordinateur,Ouest,3296,44,2022-10-01,5421.713541666667,5479.668836805556
2022-06-01,Jouets,Ordinateur,Ouest,2610,29,2022-11-01,5421.713541666667,5479.668836805556
2022-06-01,Jouets,Ordinateur,Ouest,2725,89,2022-12-01,5421.713541666667,5479.668836805556
2022-06-01,Jouets,T-shirt,Nord,9853,20,2022-01-01,5421.713541666667,5479.668836805556
2022-06-01,Jouets,T-shirt,Nord,1032,72,2022-02-01,5421.713541666667,5479.668836805556
2022-06-01,Jouets,T-shirt,Nord,6985,57,2022-03-01,5421.713541666667,5479.668836805556
2022-06-01,Jouets,T-shirt,Nord,4414,5,2022-04-01,5421.713541666667,5479.668836805556
2022-06-01,Jouets,T-shirt,Nord,4126,61,2022-05-01,5421.713541666667,5479.668836805556
2022-06-01,Jouets,T-shirt,Nord,2543,16,2022-06-01,5421.713541666667,5479.668836805556
2022-06-01,Jouets,T-shirt,Nord,6295,61,2022-07-01,5421.713541666667,5479.668836805556
2022-06-01,Jouets,T-shirt,Nord,6902,65,2022-08-01,5421.713541666667,5479.668836805556
2022-06-01,Jouets,T-shirt,Nord,3709,3,2022-09-01,5421.713541666667,5479.668836805556
2022-06-01,Jouets,T-shirt,Nord,6221,54,2022-10-01,5421.713541666667,5479.668836805556
2022-06-01,Jouets,T-shirt,Nord,9529,67,2022-11-01,5421.713541666667,5479.668836805556
2022-06-01,Jouets,T-shirt,Nord,9201,49,2022-12-01,5421.713541666667,5479.668836805556
2022-06-01,Jouets,T-shirt,Sud,6606,65,2022-01-01,5421.713541666667,5479.668836805556
2022-06-01,Jouets,T-shirt,Sud,1730,57,2022-02-01,5421.713541666667,5479.668836805556
2022-06-01,Jouets,T-shirt,Sud,5890,75,2022-03-01,5421.713541666667,5479.668836805556
2022-06-01,Jouets,T-shirt,Sud,2648,5,2022-04-01,5421.713541666667,5479.668836805556
2022-06-01,Jouets,T-shirt,Sud,3130,57,2022-05-01,5421.713541666667,5479.668836805556
2022-06-01,Jouets,T-shirt,Sud,5366,99,2022-06-01,5421.713541666667,5479.668836805556
2022-06-01,Jouets,T-shirt,Sud,3158,76,2022-07-01,5421.713541666667,5479.668836805556
2022-06-01,Jouets,T-shirt,Sud,4229,20,2022-08-01,5421.713541666667,5479.668836805556
2022-06-01,Jouets,T-shirt,Sud,7265,41,2022-09-01,5421.713541666667,5479.668836805556
2022-06-01,Jouets,T-shirt,Sud,3689,23,2022-10-01,5421.713541666667,5479.668836805556
2022-06-01,Jouets,T-shirt,Sud,3810,85,2022-11-01,5421.713541666667,5479.668836805556
2022-06-01,Jouets,T-shirt,Sud,7152,13,2022-12-01,5421.713541666667,5479.668836805556
2022-06-01,Jouets,T-shirt,Est,6938,64,2022-01-01,5421.713541666667,5479.668836805556
2022-06-01,Jouets,T-shirt,Est,8219,81,2022-02-01,5421.713541666667,5479.668836805556
2022-06-01,Jouets,T-shirt,Est,4621,65,2022-03-01,5421.713541666667,5479.668836805556
2022-06-01,Jouets,T-shirt,Est,6310,51,2022-04-01,5421.713541666667,5479.668836805556
2022-06-01,Jouets,T-shirt,Est,1652,40,2022-05-01,5421.713541666667,5479.668836805556
2022-06-01,Jouets,T-shirt,Est,9812,79,2022-06-01,5421.713541666667,5479.668836805556
2022-06-01,Jouets,T-shirt,Est,2645,68,2022-07-01,5421.713541666667,5479.668836805556
2022-06-01,Jouets,T-shirt,Est,5512,24,2022-08-01,5421.713541666667,5479.668836805556
2022-06-01,Jouets,T-shirt,Est,6874,10,2022-09-01,5421.713541666667,5479.668836805556
2022-06-01,Jouets,T-shirt,Est,2379,20,2022-10-01,5421.713541666667,5479.668836805556
2022-06-01,Jouets,T-shirt,Est,7507,75,2022-11-01,5421.713541666667,5479.668836805556
2022-06-01,Jouets,T-shirt,Est,8819,62,2022-12-01,5421.713541666667,5479.668836805556
2022-06-01,Jouets,T-shirt,Ouest,9593,94,2022-01-01,5421.713541666667,5479.668836805556
2022-06-01,Jouets,T-shirt,Ouest,6611,63,2022-02-01,5421.713541666667,5479.668836805556
2022-06-01,Jouets,T-shirt,Ouest,4923,25,2022-03-01,5421.713541666667,5479.668836805556
2022-06-01,Jouets,T-shirt,Ouest,9459,21,2022-04-01,5421.713541666667,5479.668836805556
2022-06-01,Jouets,T-shirt,Ouest,6912,11,2022-05-01,5421.713541666667,5479.668836805556
2022-06-01,Jouets,T-shirt,Ouest,6439,73,2022-06-01,5421.713541666667,5479.668836805556
2022-06-01,Jouets,T-shirt,Ouest,7449,62,2022-07-01,5421.713541666667,5479.668836805556
2022-06-01,Jouets,T-shirt,Ouest,8522,96,2022-08-01,5421.713541666667,5479.668836805556
2022-06-01,Jouets,T-shirt,Ouest,5784,14,2022-09-01,5421.713541666667,5479.668836805556
2022-06-01,Jouets,T-shirt,Ouest,2232,25,2022-10-01,5421.713541666667,5479.668836805556
2022-06-01,Jouets,T-shirt,Ouest,9808,99,2022-11-01,5421.713541666667,5479.668836805556
2022-06-01,Jouets,T-shirt,Ouest,9338,23,2022-12-01,5421.713541666667,5479.668836805556
2022-06-01,Jouets,Canapé,Nord,5616,94,2022-01-01,5421.713541666667,5479.668836805556
2022-06-01,Jouets,Canapé,Nord,7287,33,2022-02-01,5421.713541666667,5479.668836805556
2022-06-01,Jouets,Canapé,Nord,2409,14,2022-03-01,5421.713541666667,5479.668836805556
2022-06-01,Jouets,Canapé,Nord,1256,90,2022-04-01,5421.713541666667,5479.668836805556
